TEAM,Y!,ESPN,CBS,FIRST_NAME,LAST_NAME,GP,MPG,FGM,FGA,FG%  ,3PM,3PA,3P%  ,FTM,FTA,FT%  ,PPG,OREB,DREB,TREB,AST,TO,AST/TO,STL,BLK,PF,DD,TD,TOTMIN,TOTFGM,TOTFGA,FG%  ,TOT3PM,TOT3PA,3P%  ,TOTFTM,TOTFTA,FT%  ,TOTPTS,TOTOR,TOTDR,TOTREB,TOTAST,TOTTO,TOTSTL,TOTBLK,TOTPF,Comments,Name
TOR,SF,SF,SF,Bruno,Caboclo,40,8.0,0.8,2.2,37.0%,0.4,1.2,34.0%,0.5,0.6,82.0%,2.53,0.2,0.6,0.8,0.2,0.9,0.22,0.30,0.05,1.6,0,0,320,33,88,37.0%,16,48,34.0%,20,24,82.0%,101,8,24,32,8,36,12,2,64,,Bruno Caboclo
BOS,"SF,PF",SF,SF,Gerald,Wallace,50,12.0,0.9,2.0,46.0%,0.1,0.5,28.0%,0.5,0.8,62.0%,2.48,0.3,1.4,1.7,1.0,0.7,1.43,0.55,0.10,0.8,0,0,600,46,100,46.0%,7,25,28.0%,25,40,62.0%,124,15,70,85,50,35,28,5,40,,Gerald Wallace
DAL,"PG,SG",SG,PG,Gal,Mekel,60,8.0,1.0,2.6,38.0%,0.2,0.6,28.0%,0.3,0.4,70.0%,2.42,0.1,0.7,0.8,1.8,0.9,2.00,0.10,0.00,1.0,0,0,480,59,156,38.0%,10,36,28.0%,17,24,70.0%,145,6,42,48,108,54,6,0,60,,Gal Mekel
BOS,PG,PG,PG,Phil,Pressey,60,12.0,0.9,2.4,36.0%,0.3,1.1,26.0%,0.4,0.6,66.0%,2.41,0.2,0.8,1.0,2.4,1.0,2.40,0.75,0.05,1.1,0,0,720,52,144,36.0%,17,66,26.0%,24,36,66.0%,145,12,48,60,144,60,45,3,66,DS,Phil Pressey
POR,"PF,C",PF,PF,Joel,Freeland,60,10.0,1.0,2.2,47.0%,0.0,0.0,0.0%,0.3,0.5,68.0%,2.41,1.1,1.7,2.8,0.4,0.5,0.80,0.15,0.30,1.4,0,0,600,62,132,47.0%,0,0,#DIV/0!,20,30,68.0%,144,66,102,168,24,30,9,18,84,,Joel Freeland
BKN,SG,SG,SF,Sergey,Karasev,30,8.0,0.8,2.0,39.0%,0.4,1.2,35.0%,0.4,0.5,85.0%,2.41,0.1,0.9,1.0,0.5,0.6,0.83,0.20,0.05,1.0,0,0,240,23,60,39.0%,13,36,35.0%,13,15,85.0%,72,3,27,30,15,18,6,2,30,,Sergey Karasev
IND,"PG,SG",PG,PG,Donald,Sloan,30,8.0,0.9,2.4,37.0%,0.3,1.0,25.0%,0.4,0.5,74.0%,2.40,0.1,0.9,1.0,1.2,0.7,1.71,0.25,0.00,0.5,0,0,240,27,72,37.0%,8,30,25.0%,11,15,74.0%,72,3,27,30,36,21,8,0,15,,Donald Sloan
NOR,C,C,C,Jeff,Withey,40,8.0,0.9,1.6,54.0%,0.0,0.0,0.0%,0.6,0.9,72.0%,2.38,0.6,1.2,1.8,0.3,0.3,1.00,0.15,0.60,0.8,0,0,320,35,64,54.0%,0,0,#DIV/0!,26,36,72.0%,95,24,48,72,12,12,6,24,32,,Jeff Withey
CLE,PF,PF,PF,Lou,Amundson,30,10.0,1.0,1.9,52.0%,0.0,0.0,0.0%,0.4,0.9,42.0%,2.35,1.1,1.4,2.5,0.2,0.4,0.50,0.25,0.55,1.7,0,0,300,30,57,52.0%,0,0,#DIV/0!,11,27,42.0%,71,33,42,75,6,12,8,17,51,,Lou Amundson
MIA,PF,PF,PF,Udonis,Haslem,60,10.0,0.9,2.0,47.0%,0.0,0.0,0.0%,0.5,0.7,65.0%,2.34,0.7,2.1,2.8,0.2,0.4,0.50,0.15,0.15,1.4,0,0,600,56,120,47.0%,0,0,#DIV/0!,27,42,65.0%,140,42,126,168,12,24,9,9,84,,Udonis Haslem
MIL,PF,PF,PF,Johnny,O'Bryant,30,6.0,0.8,1.8,45.0%,0.0,0.0,0.0%,0.6,0.9,65.0%,2.21,0.5,1.1,1.6,0.1,0.4,0.25,0.15,0.20,1.1,0,0,180,24,54,45.0%,0,0,#DIV/0!,18,27,65.0%,66,15,33,48,3,12,5,6,33,,Johnny O'Bryant
TOR,"SG,SF",SG,SF,Landry,Fields,40,10.0,0.8,2.0,42.0%,0.0,0.2,22.0%,0.3,0.5,64.0%,2.04,0.4,1.4,1.8,0.6,0.4,1.50,0.35,0.05,1.0,0,0,400,34,80,42.0%,2,8,22.0%,13,20,64.0%,82,16,56,72,24,16,14,2,40,,Landry Fields
LAC,"PF,C",C,C,Epke,Udoh,30,10.0,0.8,1.8,45.0%,0.0,0.0,0.0%,0.4,0.6,70.0%,2.04,0.8,1.0,1.8,0.3,0.4,0.75,0.25,0.65,1.2,0,0,300,24,54,45.0%,0,0,#DIV/0!,13,18,70.0%,61,24,30,54,9,12,8,20,36,,Epke Udoh
DAL,"PF,C",C,C,Bernard,James,50,8.0,0.8,1.6,50.0%,0.0,0.0,0.0%,0.4,0.6,60.0%,1.96,0.8,1.4,2.2,0.1,0.4,0.25,0.15,0.60,1.2,0,0,400,40,80,50.0%,0,0,#DIV/0!,18,30,60.0%,98,40,70,110,5,20,8,30,60,,Bernard James
GSW,C,C,C,Festus,Ezeli,50,10.0,0.8,1.6,47.5%,0.0,0.0,0.0%,0.4,0.8,55.0%,1.96,1.4,1.8,3.2,0.2,0.6,0.33,0.15,0.75,1.8,0,0,500,38,80,47.5%,0,0,#DIV/0!,22,40,55.0%,98,70,90,160,10,30,8,38,90,,Festus Ezeli
CHI,C,C,C,Nazr,Mohammed,30,7.0,0.7,1.6,43.0%,0.0,0.0,0.0%,0.2,0.4,53.0%,1.59,0.8,1.4,2.2,0.3,0.5,0.60,0.20,0.40,1.0,0,0,210,21,48,43.0%,0,0,#DIV/0!,6,12,53.0%,48,24,42,66,9,15,6,12,30,,Nazr Mohammed
TOR,"PF,C","PF,C",C,Chuck,Hayes,50,10.0,0.6,1.5,43.0%,0.0,0.0,0.0%,0.2,0.3,63.0%,1.48,0.9,1.9,2.8,0.5,0.4,1.25,0.40,0.15,1.3,0,0,500,32,75,43.0%,0,0,#DIV/0!,9,15,63.0%,74,45,95,140,25,20,20,8,65,,Chuck Hayes
PHO,PF,PF,PF,Shavlik,Randolph,30,6.0,0.5,1.0,48.0%,0.0,0.0,0.0%,0.4,0.7,56.0%,1.35,0.5,1.3,1.8,0.1,0.3,0.33,0.20,0.10,1.0,0,0,180,14,30,48.0%,0,0,#DIV/0!,12,21,56.0%,41,15,39,54,3,9,6,3,30,,Shavlik Randolph
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
